v,k,t,size,low_bd,schoenheim,gap,gap_schoenheim,"C(v,t)","C(k,t)",last_improvement,years_stale,n_improvements,eligible,sweet
71,12,4,3413,2148,2113,1265,1300,971635,495,2020-12-24,5.2,9,0,0
36,10,5,2927,1739,1739,1188,1188,376992,252,2020-12-02,5.2,17,0,0
64,12,4,2398,1408,1344,990,1054,635376,495,2021-01-02,5.2,9,0,0
61,16,5,2568,1617,1480,951,1088,5949147,4368,2021-01-02,5.2,13,0,0
62,16,5,2595,1767,1562,828,1033,6471002,4368,2021-01-02,5.2,9,0,0
37,7,4,2806,1998,1998,808,808,66045,35,2020-12-08,5.2,11,0,0
36,7,4,2510,1862,1862,648,648,58905,35,2020-12-17,5.2,5,0,0
35,7,4,2176,1530,1505,646,671,52360,35,2020-12-21,5.2,2,0,0
47,22,6,545,227,203,318,342,10737573,74613,2020-12-23,5.2,19,0,0
35,12,8,137657,51325,51325,86332,86332,23535820,495,2021-01-23,5.1,33,0,0
46,16,8,96419,23590,23590,72829,72829,260932815,12870,2021-01-13,5.1,14,0,0
49,14,7,96548,28602,28602,67946,67946,85900584,3432,2021-01-30,5.1,14,0,0
31,11,8,114406,47870,47870,66536,66536,7888725,165,2021-01-20,5.1,24,0,0
42,12,7,99758,35539,34391,64219,65367,26978328,792,2021-01-30,5.1,16,0,0
52,15,7,88788,25220,25220,63568,63568,133784560,6435,2021-01-13,5.1,9,0,0
29,10,8,165841,104632,104171,61209,61670,4292145,45,2021-01-17,5.1,28,0,0
56,20,8,73835,13594,12598,60241,61237,1420494075,125970,2021-01-13,5.1,7,0,0
62,22,8,70002,12601,11594,57401,58408,3381098545,319770,2021-01-13,5.1,11,0,0
72,21,7,71672,14534,14448,57138,57224,1473109704,116280,2021-01-13,5.1,16,0,0
35,10,7,117868,61908,61856,55960,56012,6724520,120,2021-01-19,5.1,30,0,0
54,16,7,73821,18259,16710,55562,57111,177100560,11440,2021-01-13,5.1,12,0,0
76,17,6,73077,18424,18424,54653,54653,218618940,12376,2021-01-30,5.1,7,0,0
68,20,7,68609,14223,14161,54386,54448,969443904,77520,2021-01-13,5.1,16,0,0
67,24,8,64493,10776,10464,53717,54029,6522361560,735471,2021-01-13,5.1,12,0,0
71,21,7,66500,13504,13504,52996,52996,1329890705,116280,2021-01-13,5.1,26,0,0
77,23,7,64273,11869,11775,52404,52498,2404808340,245157,2021-01-13,5.1,25,0,0
74,22,7,64672,12934,12934,51738,51738,1799579064,170544,2021-01-30,5.1,22,0,0
66,15,6,72776,21125,21125,51651,51651,90858768,5005,2021-01-12,5.1,23,0,0
67,20,7,63351,13163,13163,50188,50188,869648208,77520,2021-01-13,5.1,22,0,0
55,20,8,62118,12202,10569,49916,51549,1217566350,125970,2021-01-13,5.1,7,0,0
34,10,7,96282,46376,45282,49906,51000,5379616,120,2021-01-18,5.1,44,0,0
89,20,6,65574,16141,16141,49433,49433,581106988,38760,2021-01-30,5.1,3,0,0
65,15,6,66538,18443,16900,48095,49638,82598880,5005,2021-01-12,5.1,24,0,0
50,15,7,66428,18400,16380,48028,50048,99884400,6435,2021-01-13,5.1,10,0,0
70,21,7,60398,12607,12607,47791,47791,1198774720,116280,2021-01-13,5.1,28,0,0
64,23,8,57978,10711,10496,47267,47482,4426165368,490314,2021-01-13,5.1,6,0,0
80,24,7,58602,11337,11337,47265,47265,3176716400,346104,2021-01-30,5.1,19,0,0
30,11,8,85697,38638,37380,47059,48317,5852925,165,2021-01-17,5.1,23,0,0
84,19,6,63371,17026,15943,46345,47428,406481544,27132,2021-01-12,5.1,2,0,0
28,10,8,116218,70216,70216,46002,46002,3108105,45,2021-01-15,5.1,20,0,0
46,17,8,59647,13800,11525,45847,48122,260932815,24310,2021-01-13,5.1,3,0,0
93,21,6,61031,15629,15629,45402,45402,762245484,54264,2021-01-13,5.1,1,0,0
83,19,6,60431,15666,15185,44765,45246,377447148,27132,2021-01-12,5.1,5,0,0
96,22,6,58838,14117,14117,44721,44721,927048304,74613,2021-01-30,5.1,3,0,0
54,20,8,53769,10055,9402,43714,44367,1040465790,125970,2021-01-13,5.1,6,0,0
92,21,6,58527,15032,15032,43495,43495,713068356,54264,2021-01-12,5.1,1,0,0
88,20,6,58804,15414,15414,43390,43390,541931236,38760,2021-01-12,5.1,6,0,0
75,17,6,62361,18980,16898,43381,45463,201359550,12376,2021-01-30,5.1,8,0,0
64,15,6,59604,16764,15399,42840,44205,74974368,5005,2021-01-12,5.1,11,0,0
73,17,6,58367,16022,14648,42345,43719,170230452,12376,2021-01-12,5.1,10,0,0
79,18,6,59533,17262,16292,42271,43241,277962685,18564,2021-01-12,5.1,17,0,0
95,22,6,55296,13590,13590,41706,41706,869107785,74613,2021-01-13,5.1,4,0,0
51,19,8,51761,10128,9352,41633,42409,636763050,75582,2021-01-13,5.1,7,0,0
52,16,7,54480,13108,13108,41372,41372,133784560,11440,2021-01-13,5.1,11,0,0
75,23,7,51562,10302,10302,41260,41260,1984829850,245157,2021-01-30,5.1,30,0,0
69,21,7,52367,11152,11152,41215,41215,1078897248,116280,2021-01-13,5.1,23,0,0
72,22,7,51668,10689,10689,40979,40979,1473109704,170544,2021-01-13,5.1,13,0,0
91,21,6,54528,13884,13884,40644,40644,666563898,54264,2021-01-12,5.1,3,0,0
60,14,6,59803,19569,19569,40234,40234,50063860,3003,2021-01-30,5.1,14,0,0
78,18,6,55073,15392,14920,39681,40153,256851595,18564,2021-01-12,5.1,25,0,0
72,17,6,53168,13871,13871,39297,39297,156238908,12376,2021-01-30,5.1,18,0,0
77,18,6,53145,14173,14173,38972,38972,237093780,18564,2021-01-12,5.1,28,0,0
59,22,8,47396,8593,8593,38803,38803,2217471399,319770,2021-01-13,5.1,8,0,0
96,15,5,60707,22023,22023,38684,38684,61124064,3003,2021-01-30,5.1,1,0,0
95,15,5,59617,21008,21008,38609,38609,57940519,3003,2021-01-30,5.1,1,0,0
87,20,6,53371,14790,14790,38581,38581,504981379,38760,2021-01-12,5.1,20,0,0
98,23,6,50598,12289,12289,38309,38309,1052618392,100947,2021-01-13,5.1,14,0,0
62,23,8,46936,8716,8716,38220,38220,3381098545,490314,2021-01-13,5.1,8,0,0
90,21,6,51363,13256,13256,38107,38107,622614630,54264,2021-01-12,5.1,11,0,0
65,20,7,48702,10774,10774,37928,37928,696190560,77520,2021-01-13,5.1,18,0,0
94,15,5,57908,20361,20361,37547,37547,54891018,3003,2021-01-30,5.1,7,0,0
40,15,8,52210,14747,14747,37463,37463,76904685,6435,2021-01-30,5.1,8,0,0
71,22,7,47200,9995,9995,37205,37205,1329890705,170544,2021-01-13,5.1,24,0,0
81,19,6,50503,13400,13400,37103,37103,324540216,27132,2021-01-12,5.1,10,0,0
85,20,6,49471,13005,13005,36466,36466,437353560,38760,2021-01-12,5.1,25,0,0
86,20,6,50064,13662,13662,36402,36402,470155077,38760,2021-01-12,5.1,10,0,0
93,22,6,48276,12057,12057,36219,36219,762245484,74613,2021-01-13,5.1,7,0,0
48,7,5,119619,83527,83527,36092,36092,1712304,21,2021-01-24,5.1,24,0,0
48,18,8,46695,10624,9416,36071,37279,377348994,43758,2021-01-13,5.1,5,0,0
68,21,7,46094,10372,10372,35722,35722,969443904,116280,2021-01-13,5.1,22,0,0
71,17,6,48064,12701,12701,35363,35363,143218999,12376,2021-01-30,5.1,16,0,0
34,13,8,51739,16681,15847,35058,35892,18156204,1287,2021-01-26,5.1,24,0,0
54,17,7,45840,10807,10807,35033,35033,177100560,19448,2021-01-13,5.1,7,0,0
93,15,5,54357,19394,19394,34963,34963,51971283,3003,2021-01-30,5.1,24,0,0
48,15,7,48568,13700,12551,34868,36017,73629072,6435,2021-01-13,5.1,14,0,0
96,23,6,46130,11303,11303,34827,34827,927048304,100947,2021-01-13,5.1,15,0,0
89,21,6,47018,12308,12308,34710,34710,581106988,54264,2021-01-12,5.1,7,0,0
92,22,6,45639,11509,11509,34130,34130,713068356,74613,2021-01-12,5.1,6,0,0
62,15,6,47985,13979,13149,34006,34836,61474519,5005,2021-01-30,5.1,24,0,0
84,20,6,45366,12038,11966,33328,33400,406481544,38760,2021-01-12,5.1,26,0,0
70,22,7,41660,8782,7436,32878,34224,1198774720,170544,2021-01-13,5.1,29,0,0
75,18,6,45129,12334,12334,32795,32795,201359550,18564,2021-01-30,5.1,19,0,0
61,23,8,40528,7793,7257,32735,33271,2944827765,490314,2021-01-13,5.1,7,0,0
46,11,6,53443,20797,20797,32646,32646,9366819,462,2021-01-12,5.1,13,0,0
76,24,7,40289,7860,6540,32429,33749,2186189400,346104,2021-01-13,5.1,35,0,0
91,22,6,42679,10656,10656,32023,32023,666563898,74613,2021-01-12,5.1,9,0,0
88,21,6,43700,11725,11725,31975,31975,541931236,54264,2021-01-12,5.1,7,0,0
97,16,5,47836,16066,15290,31770,32546,64446024,4368,2021-01-12,5.1,10,0,0
64,24,8,39517,7912,7371,31605,32146,4426165368,735471,2021-01-13,5.1,6,0,0
70,17,6,43312,12008,12008,31304,31304,131115985,12376,2021-01-30,5.1,40,0,0
64,20,7,40948,9869,9869,31079,31079,621216192,77520,2021-01-13,5.1,5,0,0
99,24,6,40903,9933,8527,30970,32376,1120529256,134596,2021-01-13,5.1,25,0,0
47,7,5,107387,76443,76443,30944,30944,1533939,21,2021-01-23,5.1,25,0,0
61,15,6,43777,13054,12274,30723,31503,55525372,5005,2021-01-30,5.1,14,0,0
27,10,8,82882,52237,52237,30645,30645,2220075,45,2021-01-15,5.1,59,0,0
46,7,5,96134,65504,65504,30630,30630,1370754,21,2021-01-23,5.1,30,0,0
52,20,8,37825,7392,7392,30433,30433,752538150,125970,2021-01-13,5.1,6,0,0
69,22,7,38296,8168,6879,30128,31417,1078897248,170544,2021-01-13,5.1,23,0,0
87,21,6,41297,11174,11174,30123,30123,504981379,54264,2021-01-12,5.1,7,0,0
94,23,6,39781,9695,8330,30086,31451,814216767,100947,2021-01-13,5.1,18,0,0
83,20,6,41067,11446,11446,29621,29621,377447148,38760,2021-01-12,5.1,15,0,0
86,21,6,39560,10325,10325,29235,29235,470155077,54264,2021-01-12,5.1,14,0,0
90,22,6,38937,9851,8395,29086,30542,622614630,74613,2021-01-12,5.1,13,0,0
63,20,7,38119,9129,9129,28990,28990,553270671,77520,2021-01-13,5.1,12,0,0
63,24,8,35700,6794,6639,28906,29061,3872894697,735471,2021-01-13,5.1,9,0,0
89,22,6,38137,9378,8055,28759,30082,581106988,74613,2021-01-12,5.1,18,0,0
95,16,5,43242,14850,14108,28392,29134,57940519,4368,2021-01-30,5.1,21,0,0
69,17,6,39130,10955,10955,28175,28175,119877472,12376,2021-01-30,5.1,28,0,0
82,20,6,38859,10890,10890,27969,27969,350161812,38760,2021-01-12,5.1,16,0,0
85,21,6,37456,9520,8181,27936,29275,437353560,54264,2021-01-12,5.1,12,0,0
98,24,6,37358,9560,8200,27798,29158,1052618392,134596,2021-01-13,5.1,19,0,0
32,10,7,57847,30512,30512,27335,27335,3365856,120,2021-01-19,5.1,39,0,0
60,15,6,38174,11144,11144,27030,27030,50063860,5005,2021-01-30,5.1,16,0,0
94,16,5,41058,14136,13407,26922,27651,54891018,4368,2021-01-12,5.1,16,0,0
62,24,8,32862,6004,6004,26858,26858,3381098545,735471,2021-01-13,5.1,6,0,0
68,22,7,33956,7162,6028,26794,27928,969443904,170544,2021-01-13,5.1,17,0,0
51,20,8,33157,6564,6108,26593,27049,636763050,125970,2021-01-13,5.1,14,0,0
81,20,6,36623,10044,10044,26579,26579,324540216,38760,2021-01-12,5.1,15,0,0
62,20,7,34357,7964,6709,26393,27648,491796152,77520,2021-01-13,5.1,9,0,0
93,16,5,39356,12980,12980,26376,26376,51971283,4368,2021-01-12,5.1,23,0,0
45,11,6,44753,18577,18577,26176,26176,8145060,462,2021-01-30,5.1,14,0,0
97,24,6,34956,8823,7882,26133,27074,988172368,134596,2021-01-13,5.1,28,0,0
49,16,7,34725,8762,8753,25963,25972,85900584,11440,2021-01-13,5.1,6,0,0
59,23,8,31729,5839,5824,25890,25905,2217471399,490314,2021-01-13,5.1,9,0,0
43,17,8,32808,7012,7012,25796,25796,145008513,24310,2021-01-13,5.1,8,0,0
73,18,6,36427,10687,10687,25740,25740,170230452,18564,2021-01-12,5.1,27,0,0
75,13,5,39853,14199,13702,25654,26151,17259390,1287,2021-01-12,5.1,26,0,0
68,17,6,35887,10320,10320,25567,25567,109453344,12376,2021-01-30,5.1,23,0,0
45,7,5,84677,59638,59638,25039,25039,1221759,21,2021-01-24,5.1,37,0,0
80,20,6,33604,9164,7868,24440,25736,300500200,38760,2021-01-12,5.1,28,0,0
87,22,6,32541,8262,7372,24279,25169,504981379,74613,2021-01-12,5.1,16,0,0
34,11,7,41800,17597,17597,24203,24203,5379616,330,2021-01-19,5.1,17,0,0
83,21,6,31911,8300,7407,23611,24504,377447148,54264,2021-01-12,5.1,10,0,0
61,24,8,28843,5518,5518,23325,23325,2944827765,735471,2021-01-13,5.1,9,0,0
92,16,5,35522,12351,12351,23171,23171,49177128,4368,2021-01-30,5.1,15,0,0
45,18,8,28904,5813,5760,23091,23144,215553195,43758,2021-01-13,5.1,15,0,0
96,24,6,31232,8196,7204,23036,24028,927048304,134596,2021-01-13,5.1,12,0,0
38,15,8,32519,9589,8404,22930,24115,48903492,6435,2021-01-30,5.1,22,0,0
73,13,5,35212,12635,12197,22577,23015,15020334,1287,2021-01-12,5.1,23,0,0
51,17,7,30141,7689,7689,22452,22452,115775100,19448,2021-01-13,5.1,13,0,0
67,22,7,28557,6320,5574,22237,22983,869648208,170544,2021-01-13,5.1,13,0,0
91,16,5,33665,11944,11944,21721,21721,46504458,4368,2021-01-12,5.1,18,0,0
43,11,6,36306,14597,14597,21709,21709,6096454,462,2021-02-04,5.1,7,0,0
79,20,6,30388,8742,7494,21646,22894,277962685,38760,2021-01-12,5.1,17,0,0
64,21,7,28226,6809,5648,21417,22578,621216192,116280,2021-01-13,5.1,13,0,0
82,21,6,29357,7943,6740,21414,22617,350161812,54264,2021-01-12,5.1,16,0,0
72,13,5,33101,11897,11703,21204,21398,13991544,1287,2021-01-12,5.1,28,0,0
29,9,7,66076,45247,45247,20829,20829,1560780,36,2021-01-15,5.1,13,0,0
85,22,6,27712,6940,6414,20772,21298,437353560,74613,2021-01-12,5.1,10,0,0
89,16,5,31275,10769,10769,20506,20506,41507642,4368,2021-01-12,5.1,22,0,0
88,23,6,26528,6084,6084,20444,20444,541931236,100947,2021-01-12,5.1,32,0,0
71,18,6,29696,9262,9262,20434,20434,143218999,18564,2021-01-12,5.1,32,0,0
66,22,7,25899,5535,5145,20364,20754,778789440,170544,2021-01-13,5.1,12,0,0
78,20,6,28320,8015,7083,20305,21237,256851595,38760,2021-01-12,5.1,13,0,0
47,19,8,25765,5576,5161,20189,20604,314457495,75582,2021-01-13,5.1,20,0,0
30,12,8,33495,13513,12960,19982,20535,5852925,495,2021-01-13,5.1,10,0,0
32,13,8,30164,10221,10221,19943,19943,10518300,1287,2021-01-28,5.1,6,0,0
32,7,6,154453,134629,134629,19824,19824,906192,7,2021-01-15,5.1,22,0,0
72,24,7,25106,5337,4956,19769,20150,1473109704,346104,2021-01-13,5.1,15,0,0
81,21,6,26766,7005,6419,19761,20347,324540216,54264,2021-01-12,5.1,8,0,0
60,24,8,24551,4793,4503,19758,20048,2558620845,735471,2021-01-30,5.1,7,0,0
44,7,5,74120,54510,54510,19610,19610,1086008,21,2021-01-15,5.1,50,0,0
50,17,7,25794,6198,5253,19596,20541,99884400,19448,2021-01-13,5.1,15,0,0
37,15,8,26861,7548,6547,19313,20314,38608020,6435,2021-01-27,5.1,18,0,0
26,10,8,57235,38374,38374,18861,18861,1562275,45,2021-01-16,5.1,31,0,0
88,16,5,28638,9829,9031,18809,19607,39175752,4368,2021-01-12,5.1,26,0,0
57,15,6,27060,8436,8436,18624,18624,36288252,5005,2021-01-30,5.1,12,0,0
71,13,5,29836,11218,10995,18618,18841,13019909,1287,2021-01-12,5.1,22,0,0
71,24,7,23271,4692,4323,18579,18948,1329890705,346104,2021-01-13,5.1,21,0,0
43,7,5,64105,45838,45838,18267,18267,962598,21,2021-01-21,5.1,52,0,0
27,8,7,134853,116846,116846,18007,18007,888030,8,2021-01-15,5.1,26,0,0
47,16,7,24947,7074,7074,17873,17873,62891499,11440,2021-01-30,5.1,13,0,0
59,24,8,21977,4244,4167,17733,17810,2217471399,735471,2021-01-13,5.1,9,0,0
90,24,6,23053,5340,5340,17713,17713,622614630,134596,2021-01-12,5.1,17,0,0
70,13,5,28102,10528,10344,17574,17758,12103014,1287,2021-01-12,5.1,20,0,0
56,15,6,24824,7863,7863,16961,16961,32468436,5005,2021-01-30,5.1,13,0,0
46,19,8,21559,4644,4644,16915,16915,260932815,75582,2021-01-13,5.1,18,0,0
69,13,5,26538,9719,9719,16819,16819,11238513,1287,2021-01-28,5.1,28,0,0
49,17,7,22312,5613,4635,16699,17677,85900584,19448,2021-01-13,5.1,12,0,0
27,11,8,30134,13481,13461,16653,16673,2220075,165,2021-01-15,5.1,17,0,0
67,23,7,20755,4335,4090,16420,16665,869648208,245157,2021-01-13,5.1,17,0,0
89,24,6,21505,5111,5111,16394,16394,581106988,134596,2021-01-12,5.1,22,0,0
68,13,5,24713,9112,9112,15601,15601,10424128,1287,2021-01-27,5.1,33,0,0
58,24,8,18973,3679,2840,15294,16133,1916797311,735471,2021-01-13,5.1,6,0,0
84,23,6,19959,4851,4851,15108,15108,406481544,100947,2021-01-12,5.1,22,0,0
48,9,5,28876,14011,14011,14865,14865,1712304,126,2021-02-07,5.1,5,0,0
67,13,5,22595,8051,7541,14544,15054,9657648,1287,2021-01-12,5.1,20,0,0
48,17,7,19144,4764,4174,14380,14970,73629072,19448,2021-01-13,5.1,13,0,0
40,14,7,20782,6600,6600,14182,14182,18643560,3432,2021-01-29,5.1,14,0,0
53,10,5,26891,12710,12710,14181,14181,2869685,252,2021-01-09,5.1,10,0,0
57,20,7,18260,4085,3857,14175,14403,264385836,77520,2021-01-13,5.1,8,0,0
28,9,7,50134,36080,35921,14054,14213,1184040,36,2021-01-15,5.1,22,0,0
31,13,8,21851,7798,6482,14053,15369,7888725,1287,2021-01-16,5.1,7,0,0
77,21,6,18802,5016,5016,13786,13786,237093780,54264,2021-01-12,5.1,9,0,0
42,7,5,55416,41658,41658,13758,13758,850668,21,2021-01-21,5.1,42,0,0
84,16,5,21749,8022,7497,13727,14252,30872016,4368,2021-01-12,5.1,22,0,0
47,20,8,17027,3502,3403,13525,13624,314457495,125970,2021-01-13,5.1,14,0,0
54,15,6,19514,6052,5343,13462,14171,25827165,5005,2021-01-30,5.1,10,0,0
45,19,8,17370,4003,3695,13367,13675,215553195,75582,2021-01-30,5.1,15,0,0
25,10,8,39468,26148,24460,13320,15008,1081575,45,2021-01-13,5.1,32,0,0
71,19,6,19500,6323,5785,13177,13715,143218999,27132,2021-01-12,5.1,21,0,0
57,24,8,16445,3285,2506,13160,13939,1652411475,735471,2021-01-13,5.1,11,0,0
40,11,6,22029,8880,8626,13149,13403,3838380,462,2021-02-03,5.1,20,0,0
86,24,6,17309,4200,4200,13109,13109,470155077,134596,2021-01-12,5.1,18,0,0
52,10,5,23295,10317,10317,12978,12978,2598960,252,2021-01-09,5.1,9,0,0
71,14,5,20020,7237,6913,12783,13107,13019909,2002,2021-01-29,5.1,20,0,0
65,13,5,19454,7040,6720,12414,12734,8259888,1287,2021-01-12,5.1,25,0,0
47,17,7,16009,3984,3531,12025,12478,62891499,19448,2021-01-13,5.1,13,0,0
59,21,7,15366,3521,3521,11845,11845,341149446,116280,2021-01-13,5.1,12,0,0
53,15,6,17078,5410,4951,11668,12127,22957480,5005,2021-01-30,5.1,10,0,0
62,22,7,15178,3515,3515,11663,11663,491796152,170544,2021-01-13,5.1,4,0,0
44,19,8,14869,3206,3206,11663,11663,177232627,75582,2021-01-13,5.1,16,0,0
81,16,5,17985,6399,6399,11586,11586,25621596,4368,2021-01-30,5.1,31,0,0
51,10,5,21125,9553,9553,11572,11572,2349060,252,2021-01-11,5.1,10,0,0
64,23,7,14388,3253,3253,11135,11135,621216192,245157,2021-01-13,5.1,16,0,0
55,20,7,14271,3182,3182,11089,11089,202927725,77520,2021-01-13,5.1,7,0,0
69,14,5,17401,6344,6063,11057,11338,11238513,2002,2021-02-09,5.1,32,0,0
50,10,5,19541,8820,8820,10721,10721,2118760,252,2021-01-13,5.1,12,0,0
84,24,6,14275,3679,3679,10596,10596,406481544,134596,2021-01-12,5.1,11,0,0
64,13,5,17114,6568,6282,10546,10832,7624512,1287,2021-01-12,5.1,13,0,0
41,7,5,48334,37802,37802,10532,10532,749398,21,2021-01-26,5.1,63,0,0
70,6,4,73301,62965,62954,10336,10347,916895,15,2021-01-18,5.1,18,0,0
69,6,4,67950,57719,57719,10231,10231,864501,15,2021-01-18,5.1,15,0,0
83,24,6,13593,3504,3504,10089,10089,377447148,134596,2021-01-12,5.1,14,0,0
44,16,7,14244,4257,3738,9987,10506,38320568,11440,2021-01-13,5.1,7,0,0
52,15,6,14747,4774,4386,9973,10361,20358520,5005,2021-01-30,5.1,12,0,0
57,21,7,12629,2774,2715,9855,9914,264385836,116280,2021-01-13,5.1,10,0,0
80,16,5,16001,6165,6165,9836,9836,24040016,4368,2021-01-12,5.1,19,0,0
53,23,8,12344,2584,2056,9760,10288,886322710,490314,2021-01-13,5.1,9,0,0
55,24,8,12099,2391,1999,9708,10100,1217566350,735471,2021-01-13,5.1,5,0,0
49,10,5,17726,8154,8154,9572,9572,1906884,252,2021-01-13,5.1,15,0,0
58,17,6,13230,3770,3770,9460,9460,40475358,12376,2021-01-30,5.1,20,0,0
45,20,8,11992,2538,1920,9454,10072,215553195,125970,2021-01-13,5.1,10,0,0
50,22,8,11833,2435,1964,9398,9869,536878650,319770,2021-01-13,5.1,8,0,0
65,24,7,12014,2638,2571,9376,9443,696190560,346104,2021-01-13,5.1,10,0,0
48,18,7,12144,2803,2803,9341,9341,73629072,31824,2021-01-13,5.1,5,0,0
31,11,7,17967,8886,8125,9081,9842,2629575,330,2021-01-18,5.1,28,0,0
43,19,8,11800,2741,2083,9059,9717,145008513,75582,2021-01-30,5.1,14,0,0
52,23,8,11329,2277,1877,9052,9452,752538150,490314,2021-01-13,5.1,11,0,0
73,21,6,12812,3845,3845,8967,8967,170230452,54264,2021-02-01,5.1,13,0,0
54,24,8,10759,1942,1582,8817,9177,1040465790,735471,2021-01-13,5.1,4,0,0
39,7,5,36848,28231,28231,8617,8617,575757,21,2021-01-23,5.1,26,0,0
40,15,7,12371,3760,3091,8611,9280,18643560,6435,2021-01-29,5.1,11,0,0
98,21,5,12160,3668,3668,8492,8492,67910864,20349,2021-01-12,5.1,25,0,0
56,21,7,10988,2523,2464,8465,8524,231917400,116280,2021-01-13,5.1,14,0,0
78,23,6,11691,3229,3229,8462,8462,256851595,100947,2021-01-12,5.1,29,0,0
49,22,8,10358,2119,1753,8239,8605,450978066,319770,2021-01-13,5.1,13,0,0
61,23,7,10475,2324,2324,8151,8151,436270780,245157,2021-01-13,5.1,6,0,0
38,17,8,10824,2710,2710,8114,8114,48903492,24310,2021-01-30,5.1,11,0,0
58,22,7,10357,2276,2270,8081,8087,300674088,170544,2021-01-13,5.1,3,0,0
97,21,5,11518,3548,3548,7970,7970,64446024,20349,2021-01-12,5.1,28,0,0
48,10,5,15302,7498,7498,7804,7804,1712304,252,2021-01-13,5.1,8,0,0
68,6,4,62762,55137,55137,7625,7625,814385,15,2021-01-17,5.1,15,0,0
53,24,8,9383,1774,1440,7609,7943,886322710,735471,2021-01-13,5.1,9,0,0
44,20,8,9574,2057,1690,7517,7884,177232627,125970,2021-01-30,5.1,11,0,0
28,7,6,63538,56160,56160,7378,7378,376740,7,2021-01-31,5.1,32,0,0
71,21,6,10394,3266,3266,7128,7128,143218999,54264,2021-02-01,5.1,15,0,0
96,21,5,10472,3347,3347,7125,7125,61124064,20349,2021-01-30,5.1,22,0,0
57,22,7,9121,2115,2115,7006,7006,264385836,170544,2021-01-13,5.1,8,0,0
63,24,7,9109,2203,2203,6906,6906,553270671,346104,2021-01-13,5.1,8,0,0
47,10,5,13763,6895,6895,6868,6868,1533939,252,2021-01-13,5.1,10,0,0
79,17,5,10842,4192,3853,6650,6989,22537515,6188,2021-01-12,5.1,18,0,0
46,10,5,12084,5451,5451,6633,6633,1370754,252,2021-01-09,5.1,28,0,0
57,6,4,32961,26391,26391,6570,6570,395010,15,2021-02-06,5.1,44,0,0
82,18,5,10053,3586,3476,6467,6577,27285336,8568,2021-01-12,5.1,27,0,0
75,23,6,8832,2482,2065,6350,6767,201359550,100947,2021-01-12,5.1,16,0,0
56,12,5,11763,5437,5297,6326,6466,3819816,792,2021-01-31,5.1,19,0,0
50,23,8,7883,1598,1290,6285,6593,536878650,490314,2021-01-13,5.1,10,0,0
36,11,6,11309,5031,5031,6278,6278,1947792,462,2021-02-08,5.1,39,0,0
58,13,5,10161,3900,3561,6261,6600,4582116,1287,2021-01-30,5.1,36,0,0
27,7,6,48856,42622,42622,6234,6234,296010,7,2021-01-20,5.1,25,0,0
52,24,8,7683,1537,1227,6146,6456,752538150,735471,2021-01-13,5.1,5,0,0
93,21,5,9059,2940,2937,6119,6122,51971283,20349,2021-01-12,5.1,21,0,0
59,23,7,8003,1917,1801,6086,6202,341149446,245157,2021-01-13,5.1,6,0,0
62,24,7,7966,2003,1853,5963,6113,491796152,346104,2021-01-13,5.1,3,0,0
96,22,5,8611,2784,2784,5827,5827,61124064,26334,2021-01-12,5.1,16,0,0
97,22,5,8706,2884,2884,5822,5822,64446024,26334,2021-01-12,5.1,19,0,0
41,19,8,7667,1886,1580,5781,6087,95548245,75582,2021-01-30,5.1,14,0,0
61,24,7,7531,1785,1731,5746,5800,436270780,346104,2021-01-13,5.1,5,0,0
47,15,6,8332,2648,2648,5684,5684,10737573,5005,2021-01-15,5.1,12,0,0
29,11,7,11073,5405,5184,5668,5889,1560780,330,2021-01-17,5.1,15,0,0
92,21,5,8457,2852,2852,5605,5605,49177128,20349,2021-01-30,5.1,26,0,0
58,23,7,7324,1726,1695,5598,5629,300674088,245157,2021-01-13,5.1,7,0,0
45,10,5,10442,4973,4973,5469,5469,1221759,252,2021-01-10,5.1,33,0,0
62,14,5,9105,3641,3433,5464,5672,6471002,2002,2021-01-20,5.1,8,0,0
53,21,7,7216,1767,1734,5449,5482,154143080,116280,2021-01-13,5.1,10,0,0
66,6,4,53471,48048,48048,5423,5423,720720,15,2021-01-17,5.1,22,0,0
59,6,4,36295,30916,30916,5379,5379,455126,15,2021-02-02,5.1,39,0,0
24,8,7,48576,43263,43263,5313,5313,346104,8,2021-01-13,5.1,11,0,0
58,6,4,34589,29319,29319,5270,5270,424270,15,2021-01-30,5.1,41,0,0
72,23,6,7094,1891,1760,5203,5334,156238908,100947,2021-01-12,5.1,16,0,0
67,6,4,57962,52774,52774,5188,5188,766480,15,2021-01-18,5.1,23,0,0
79,18,5,8114,3024,3024,5090,5090,22537515,8568,2021-01-30,5.1,28,0,0
57,23,7,6510,1522,1175,4988,5335,264385836,245157,2021-01-13,5.1,6,0,0
52,21,7,6573,1600,1548,4973,5025,133784560,116280,2021-01-13,5.1,11,0,0
76,17,5,8265,3313,3313,4952,4952,18474840,6188,2021-01-12,5.1,18,0,0
67,21,6,7228,2317,1950,4911,5278,99795696,54264,2021-01-30,5.1,11,0,0
59,5,4,95817,91026,91026,4791,4791,455126,5,2021-01-23,5.1,16,0,0
78,18,5,7371,2808,2808,4563,4563,21111090,8568,2021-01-30,5.1,10,0,0
75,17,5,7600,3084,3084,4516,4516,17259390,6188,2021-01-12,5.1,18,0,0
